transaction_id,sender_upi_id,receiver_upi_id,amount,timestamp,hour,receiver_risk_category,raw_amount,raw_frequency,raw_verification,raw_blacklist,raw_geo,raw_trust_score,raw_account_age_years,raw_fraud_complaints,raw_past_fraud,norm_f1_amount,norm_f2_frequency,norm_f3_blacklist,norm_f4_device,norm_f5_vpn,norm_f6_biometrics,norm_f7_time_since,norm_f8_trust,norm_f9_age,norm_f10_risk_time,norm_f11_past_fraud,norm_f12_location,norm_f13_norm_amount,norm_f14_context,norm_f15_complaints,norm_f16_mismatch,norm_f17_limit,norm_f18_high_value,norm_f19_suspicious,norm_f20_verified,norm_f21_geo_normal,norm_f22_geo_unusual,fraud_probability,label
TXN000036,divyareddy@ybl,rajjain@paytm,141678.7,2025-10-08T20:54:02.649574,23,high,141678.7,1,recently_registered,0,unusual,4.97875049329044,0.0,5,1,29.840585917427525,0.07692307692307693,0,0,0,0.3934185438535921,0.055577608541101005,0.049672800857656844,-0.0001950677275149932,1,1,0,1.0025254575352236,0.36626048933920274,1.0,1,1,1,0,0,0,1,0.3169,0
TXN000037,gaurav99@gpay,sneha81@okicici,62.33,2025-10-09T21:38:02.649574,22,high,62.33,0,suspicious,0,high-risk,11.414135254446162,0.5,3,1,0.013126815914485833,0.0,0,1,1,0.989230906971326,0.13894235538591,0.11404289354950671,0.09983966433145589,0,1,0,0.009586869212658966,0.29144926714771774,0.6,1,0,0,1,0,0,0,0.43,0
TXN000038,sneha.mehta@gpay,mohit.nair@gpay,8689.45,2025-11-06T07:16:02.649574,13,medium,8689.45,7,recently_registered,0,normal,47.689871195090205,0.5833333333333334,1,0,1.8301841869221256,0.5384615384615384,0,0,0,0.25617444289487556,0.16948891247678577,0.47689182514081285,0.11651211967461772,0,0,0,1.0025254575352236,0.19512271408764967,0.2,1,0,0,0,0,1,0,0.15,0
TXN000039,arjunrao@oksbi,riyapatel@paytm,830.9,2025-11-15T05:11:02.649574,15,safe,830.9,9,verified,0,normal,89.00429784858986,1.4166666666666667,0,0,0.17500421922350917,0.6923076923076923,0,0,0,0.16965606903717786,0.2966087667603777,0.8901403832144104,0.28323667310623585,0,0,0,0.13193107960324926,0.10954628879694404,0.0,0,0,0,0,1,1,0,0.0,0
TXN000040,nikhilsingh@paytm,aditya.sharma@upi,2999.88,2025-10-03T17:13:02.649574,3,high,2999.88,1,recently_registered,0,unusual,27.339099324154045,0.0,2,1,0.631838144863601,0.07692307692307693,0,0,1,0.8815763797781168,0.16010952284955426,0.2733327342236765,-0.0001950677275149932,1,1,0,0.47719845336618905,0.2580879667382493,0.4,0,0,0,0,0,0,1,0.38,0
TXN000041,isha34@gpay,rajjain@paytm,146209.62,2025-12-04T14:59:02.649574,5,high,146209.62,0,recently_registered,0,unusual,4.97875049329044,0.0,5,1,30.794895302650623,0.0,0,0,0,0.3208933673838781,0.11816863776002003,0.049672800857656844,-0.0001950677275149932,1,1,0,1.0025254575352236,0.40122059924795733,1.0,1,1,1,0,0,0,1,0.3069,0
TXN000042,swatimishra@oksbi,swati.mishra8@okicici,40551.5,2025-12-09T21:39:02.649574,22,high,40551.5,1,suspicious,0,unusual,2.3789319416544563,0.08333333333333333,4,1,8.541018487118942,0.07692307692307693,0,0,0,0.2565476468606633,0.022177574790926573,0.023668052522959785,0.016477387615646818,0,1,1,1.0025254575352236,0.5827764724061323,0.8,1,0,1,1,0,0,1,0.348,0
TXN000043,new.user@upi,ananya.dubey7@oksbi,1503.88,2025-10-06T23:54:02.649574,20,safe,1503.88,9,verified,0,normal,66.66093741343427,1.5,0,0,0.31674830873898147,0.6923076923076923,0,0,0,0.20356565767293952,0.6459051243616426,0.6666503766899079,0.29990912844939766,0,0,0,0.2390588710974001,0.13974923205089468,0.0,0,0,0,0,1,1,0,0.0,0
TXN000044,karan67@okaxis,mohitagarwal@okicici,140.2,2025-10-27T04:06:02.649574,16,medium,140.2,5,verified,0,normal,65.36818051277439,0.3333333333333333,2,0,0.029527915873726558,0.38461538461538464,0,0,0,0.22033455936958754,0.936696440746215,0.6537195443291461,0.06649475364513226,0,0,0,0.021982543859230215,0.15367504195684875,0.4,1,0,0,0,1,1,0,0.0,0
TXN000045,deepak.rao1@okaxis,isha.dubey@oksbi,705.01,2025-09-20T22:30:02.649574,21,safe,705.01,10,verified,0,normal,83.84345629107244,4.416666666666667,0,0,0.14848907251914528,0.7692307692307693,0,0,0,0.2611702917022839,0.5961173547252505,0.8385189399355959,0.8834450654600611,0,0,0,0.11189137906059028,0.266028483351632,0.0,0,0,0,0,1,1,0,0.0,0
TXN000046,isha.dubey@oksbi,snehadubey@okaxis,863.01,2025-11-07T00:22:02.649574,20,medium,863.01,3,recently_registered,0,normal,45.63178239980553,0.4166666666666667,2,0,0.18176727713658505,0.23076923076923078,0,0,0,0.06633425585209544,0.42594000193954407,0.4563057418781331,0.08316720898829408,0,0,0,0.13704248467453992,0.23670985727830393,0.4,1,0,0,0,0,1,0,0.0,0
TXN000047,vikramdubey@paytm,anjali.sharma3@phonepe,178449.27,2025-10-21T08:57:02.649574,11,high,178449.27,2,suspicious,0,high-risk,39.72015928202357,0.0,2,1,37.58526029945215,0.15384615384615385,0,0,1,0.29649071426519624,0.05330088720001488,0.3971745877709515,-0.0001950677275149932,0,1,0,1.0025254575352236,0.5074596615672239,0.4,1,1,1,1,0,0,0,0.5213,1
TXN000048,kritika90@okicici,deepak.jain@upi,143688.71,2025-11-13T15:30:02.649574,4,high,143688.71,2,recently_registered,0,unusual,24.42562210184608,0.0,3,1,30.263937335548405,0.15384615384615385,0,1,0,0.21921165823433808,0.0604332145549438,0.2441906074020509,-0.0001950677275149932,1,1,0,1.0025254575352236,0.8201244356360168,0.6,0,1,1,0,0,0,1,0.3053,0
TXN000049,demo.user@upi,meeraagarwal@gpay,254.03,2025-11-08T22:13:02.649574,22,safe,254.03,6,verified,0,normal,71.78600765932372,2.8333333333333335,0,0,0.053502966706658016,0.46153846153846156,0,0,0,0.24944347984441875,0.730740794183889,0.7179140165535948,0.5666684139399867,0,0,0,0.04010248279616621,0.2967600738759116,0.0,0,0,0,0,1,1,0,0.0,0
TXN000050,karan.reddy@phonepe,swati27@upi,139884.59,2025-10-11T10:56:02.649574,9,high,139884.59,2,recently_registered,0,unusual,11.487345457316946,0.5,2,1,29.462707691565527,0.15384615384615385,0,0,1,0.5808758326252501,0.15889577912585073,0.11477518038544333,0.09983966433145589,0,1,0,1.0025254575352236,0.25707190221480425,0.4,1,1,1,0,0,0,1,0.3645,0
TXN000051,nikhil.gupta2@oksbi,meerajain@phonepe,548.09,2025-11-27T00:06:02.649574,20,safe,548.09,8,verified,0,normal,97.27584857830979,3.5833333333333335,0,0,0.11543833917377411,0.6153846153846154,0,0,0,0.11043886887525797,0.2894726186517415,0.9728767706937179,0.716720512028443,0,0,0,0.0869121923964069,0.1748027920709296,0.0,0,0,0,0,1,1,0,0.0,0
TXN000052,kritika90@okicici,karan.gupta4@okicici,34981.71,2025-10-28T06:04:02.649574,14,medium,34981.71,5,verified,0,normal,34.89353940497944,0.4166666666666667,0,1,7.3679006941052085,0.38461538461538464,0,0,0,0.23221462227642742,0.5196147256493553,0.34889620498504653,0.08316720898829408,0,1,0,1.0025254575352236,0.13375454058322014,0.0,0,0,0,0,1,1,0,0.28,0
TXN000053,nikhilsingh@paytm,raj.patel@ybl,152578.4,2025-11-10T16:47:02.649574,3,high,152578.4,2,recently_registered,1,unusual,12.209281386667609,0.5,3,1,32.13629760646998,0.15384615384615385,1,1,1,0.6313434325697858,0.007021537971951672,0.12199636208857638,0.09983966433145589,1,1,1,1.0025254575352236,0.37457039982774076,0.6,1,1,1,0,0,0,1,0.3107,0
TXN000054,isha.dubey@oksbi,gaurav.patel@oksbi,410.13,2025-10-04T05:04:02.649574,15,medium,410.13,8,verified,0,normal,44.2380762723827,1.1666666666666667,1,0,0.08638099038249566,0.6153846153846154,0,0,0,0.023276436569955237,0.6725506543905194,0.4423651624198669,0.23321930707675043,0,0,0,0.06495113840589746,0.32400459044021573,0.2,1,0,0,0,1,1,0,0.0,0
TXN000055,kritikarao@phonepe,meeraagarwal@ybl,4604.13,2025-09-19T13:17:02.649574,7,safe,4604.13,7,verified,0,normal,87.66808785243896,2.1666666666666665,0,0,0.9697277635821312,0.5384615384615384,0,0,0,0.2220170435601491,0.32905365604141507,0.8767749102084789,0.4332887711946921,0,0,0,0.7325697266647884,0.1843415521803079,0.0,0,0,0,0,1,1,0,0.2075,0
TXN000056,arjunrao@oksbi,raj.mishra4@okicici,428.16,2025-10-19T19:35:02.649574,0,high,428.16,1,suspicious,0,high-risk,24.863601455456322,0.3333333333333333,5,1,0.09017849689675161,0.07692307692307693,0,0,0,0.7948549629669016,0.05910533522354133,0.24857150654567017,0.06649475364513226,1,1,0,0.06782122976171716,0.7289727263474822,1.0,1,0,0,1,0,0,0,0.1794,0
TXN000057,swati.mishra8@okicici,swatimishra@oksbi,870.98,2025-12-09T04:11:02.649574,16,medium,870.98,7,verified,0,normal,40.554867285515414,1.5,2,1,0.1834459308758319,0.5384615384615384,0,0,0,0.13667744779966434,0.2755556280843209,0.40552377489022323,0.29990912844939766,0,1,0,0.13831118285012967,0.3541183382202155,0.4,0,0,0,0,1,1,0,0.0,0
TXN000058,aditya.sharma@upi,ishamehta@ybl,4384.53,2025-09-21T00:26:02.649574,20,safe,4384.53,4,verified,0,normal,62.98350253009492,4.833333333333333,0,0,0.9234752715948541,0.3076923076923077,0,0,0,0.3866744317525837,0.9142910681485115,0.6298667447713272,0.96680734217587,0,0,0,0.6976128735456533,0.06522335984018764,0.0,0,0,0,0,1,1,0,0.11,0
TXN000059,arjun.verma@okaxis,vikram80@paytm,1627.91,2025-11-13T10:08:02.649574,10,safe,1627.91,4,verified,0,normal,88.63890257032938,3.3333333333333335,0,0,0.3428716993636717,0.3076923076923077,0,0,0,0.3333782340895008,0.7942789207606835,0.8864855080509606,0.6667031459989575,0,0,0,0.25880248900435054,0.3599626015359044,0.0,0,0,0,0,1,1,0,0.0,0
TXN000060,gaurav.agarwal6@ybl,demo.user@upi,824.77,2025-11-22T06:56:02.649574,13,safe,824.77,7,verified,0,normal,90.0,2.0,0,0,0.1737131091329718,0.5384615384615384,0,0,0,0.2691816974744087,0.19692141026510737,0.9000999182163603,0.39994386050836855,0,0,0,0.1309552803791131,0.36878171797864207,0.0,0,0,0,0,1,1,0,0.0,0
TXN000061,nishareddy@okaxis,mohit41@okicici,341.65,2025-10-17T12:09:02.649574,8,safe,341.65,5,verified,0,normal,63.29150629535535,4.0,0,0,0.07195762676096228,0.38461538461538464,0,0,0,0.11752788812156681,0.37570367243691905,0.6329475599292529,0.8000827887442521,0,0,0,0.054050203517016,0.1478652385554114,0.0,0,0,0,0,1,1,0,0.0,0
TXN000062,adityajain@gpay,rahul10@ybl,367.24,2025-09-26T14:02:02.649574,6,safe,367.24,4,verified,0,normal,82.57398515559075,1.0833333333333333,0,0,0.07734743217969825,0.3076923076923077,0,0,0,0.15541668799901545,0.5820358011110044,0.8258210240077363,0.21654685173358856,0,0,0,0.058123727521199355,0.37096560414550395,0.0,0,0,0,0,1,1,0,0.0,0
TXN000063,adityajain@gpay,arjun52@okicici,241.57,2025-10-21T13:33:02.649574,6,safe,241.57,10,verified,0,normal,92.08313783346026,5.0,0,0,0.05087862221594092,0.7692307692307693,0,0,0,0.35335257896379846,0.8651172338684939,0.9209365550930113,1.0001522528621938,0,0,0,0.03811904750534461,0.13496923868899555,0.0,0,0,0,0,1,1,0,0.0,0
TXN000064,neha.choudhary@upi,varun20@upi,241.19,2025-10-21T22:44:02.649574,21,medium,241.19,8,verified,0,normal,62.14275956276044,0.4166666666666667,2,0,0.0507985860276205,0.6153846153846154,0,0,0,0.42649459243072924,0.6384845576760363,0.6214571927793462,0.08316720898829408,0,0,0,0.038058557504500934,0.3061506650678977,0.4,0,0,0,0,1,1,0,0.0,0
TXN000065,ananya.rao@paytm,mohit41@okicici,1159.93,2025-09-19T12:50:02.649574,7,safe,1159.93,7,verified,0,normal,63.29150629535535,4.0,0,0,0.24430502723158645,0.5384615384615384,0,0,0,0.306862550423454,0.4369896374586157,0.6329475599292529,0.8000827887442521,0,0,0,0.18430746112323568,0.1752213964070872,0.0,0,0,0,0,1,1,0,0.0,0
TXN000066,meeraagarwal@gpay,kritika90@okicici,4299.23,2025-10-08T00:05:02.649574,20,safe,4299.23,2,verified,0,normal,69.77067892948348,1.4166666666666667,0,0,0.9055092535324007,0.15384615384615385,0,0,1,0.2847167329748748,0.27180232551126443,0.6977556418861776,0.28323667310623585,0,0,0,0.6840344601983753,0.3081045917387991,0.0,0,0,0,0,1,1,0,0.21,0
TXN000067,aditya.patel@gpay,karan.singh@oksbi,35626.19,2025-09-20T20:53:02.649574,23,high,35626.19,2,suspicious,0,high-risk,1.7752573177957665,0.08333333333333333,2,1,7.5036420694966495,0.15384615384615385,0,0,1,0.5068606457911918,0.09606554256302557,0.017629782406143504,0.016477387615646818,1,1,1,1.0025254575352236,0.9385501646222504,0.4,1,0,1,1,0,0,0,0.5363,1
TXN000068,deepakjain@paytm,ananya.rao@paytm,395.68,2025-11-27T23:58:02.649574,20,medium,395.68,9,verified,0,unusual,48.78926355421506,0.9166666666666666,2,1,0.08333750901083742,0.6923076923076923,0,0,0,0.23825960932524676,0.2522111078701132,0.48788852396894467,0.18320194104726495,0,1,0,0.0626509265317103,0.3555967825666011,0.4,0,0,0,0,1,0,1,0.05,0
